"","X_charge","Y_charge"
"u.3.5",2.70855172118172,5.79051172314212
"u.3.6",2.78984298463911,5.48527077771723
"u.3.7",2.8711342480965,5.18002983229235
"u.3.8",2.95242551155388,4.87478888686746
"u.3.9",3.03371677501127,4.56954794144258
"u.3.10",3.11500803846866,4.26430699601769
"u.3.11",3.19629930192605,3.95906605059281
"u.4.1",1.63005948765203,6.25262164976448
"u.4.2",1.80765408027748,6.00194800655696
"u.4.3",1.98524867290292,5.75127436334945
"u.4.4",2.16284326552837,5.50060072014193
"u.4.5",2.34043785815381,5.24992707693441
"u.4.6",2.51803245077926,4.9992534337269
"u.4.7",2.6956270434047,4.74857979051938
"u.4.8",2.87322163603015,4.49790614731186
"u.4.9",3.05081622865559,4.24723250410435
"u.4.10",3.22841082128103,3.99655886089683
"u.4.11",3.40600541390648,3.74588521768932
"u.4.12",3.58360000653192,3.4952115744818
"u.4.13",3.76119459915737,3.24453793127428
"u.4.14",3.93878919178281,2.99386428806677
"u.4.15",4.11638378440826,2.74319064485925
"u.4.16",4.2939783770337,2.49251700165174
"u.4.17",4.47157296965915,2.24184335844422
"u.4.18",4.64916756228459,1.9911697152367
"u.4.19",4.82676215491004,1.74049607202919
"u.4.20",5.00435674753548,1.48982242882167
"u.4.21",5.18195134016092,1.23914878561415
"u.4.22",5.35954593278637,0.988475142406639
"u.4.23",5.53714052541181,0.737801499199122
"u.5.1",0.745324240997434,2.1240668441169
"u.5.2",0.991847498808056,2.32854357610146
"u.5.3",1.23837075661868,2.53302030808603
"u.5.4",1.4848940144293,2.73749704007059
"u.5.5",1.73141727223992,2.94197377205516
"u.5.6",1.97794053005055,3.14645050403972
"u.5.7",2.22446378786117,3.35092723602429
"u.6.1",5.26391225866973,1.22374722734094
"u.6.2",5.27523893090945,1.53884760643307
"u.6.3",5.28656560314917,1.8539479855252
"u.6.4",5.29789227538889,2.16904836461733
"u.6.5",5.30921894762861,2.48414874370944
"u.6.6",5.32054561986833,2.79924912280157
"u.6.7",5.33187229210805,3.11434950189371
"u.6.8",5.34319896434777,3.42944988098584
"u.6.9",5.35452563658749,3.74455026007797
"u.6.10",5.36585230882721,4.0596506391701
"u.6.11",5.37717898106693,4.37475101826221
"u.6.12",5.38850565330665,4.68985139735435
"u.6.13",5.39983232554636,5.00495177644648
"u.6.14",5.41115899778608,5.32005215553861
"u.6.15",5.4224856700258,5.63515253463074
"u.6.16",5.43381234226552,5.95025291372288
"u.6.17",5.44513901450524,6.26535329281498
"u.6.18",5.45646568674496,6.58045367190712
"u.6.19",5.46779235898468,6.89555405099925
"u.6.20",5.4791190312244,7.21065443009138
"u.7.1",3.65957741625607,2.20341286854818
"u.7.2",3.79440119789381,2.49302425055898
"u.7.3",3.92922497953155,2.78263563256977
"u.7.4",4.06404876116929,3.07224701458056
"u.7.5",4.19887254280703,3.36185839659135
"u.7.6",4.33369632444477,3.65146977860214
"u.7.7",4.46852010608252,3.94108116061294
"u.7.8",4.60334388772026,4.23069254262373
"u.8.1",2.16640281956643,1.31928610149771
"u.8.2",2.24206180837764,1.61212207163098
"u.8.3",2.31772079718886,1.90495804176424
"u.8.4",2.39337978600007,2.19779401189751
"u.8.5",2.46903877481128,2.49062998203078
"u.8.6",2.5446977636225,2.78346595216405
"u.8.7",2.62035675243371,3.07630192229731
"u.8.8",2.69601574124492,3.36913789243058
"u.8.9",2.77167473005614,3.66197386256385
"u.8.10",2.84733371886735,3.95480983269711
"u.8.11",2.92299270767857,4.24764580283038
"u.8.12",2.99865169648978,4.54048177296365
"u.8.13",3.07431068530099,4.83331774309691
"u.8.14",3.14996967411221,5.12615371323018
"u.8.15",3.22562866292342,5.41898968336345
"u.8.16",3.30128765173463,5.71182565349672
"u.8.17",3.37694664054585,6.00466162362998
"u.8.18",3.45260562935706,6.29749759376325
"u.8.19",3.52826461816827,6.59033356389652
"u.8.20",3.60392360697949,6.88316953402978
"u.8.21",3.6795825957907,7.17600550416305
"u.8.22",3.75524158460192,7.46884147429632
"u.8.23",3.83090057341313,7.76167744442959
"u.8.24",3.90655956222434,8.05451341456285
"u.8.25",3.98221855103556,8.34734938469612
"u.8.26",4.05787753984677,8.64018535482939
"u.8.27",4.13353652865798,8.93302132496266
"u.8.28",4.2091955174692,9.22585729509592
"u.9.1",2.45727291796356,0.290556149557233
"u.9.2",2.58675552513783,0.564913526676329
"u.9.3",2.7162381323121,0.839270903795426
"u.9.4",2.84572073948636,1.11362828091452
"u.9.5",2.97520334666063,1.38798565803362
"u.9.6",3.10468595383489,1.66234303515271
"u.9.7",3.23416856100916,1.93670041227181
"u.9.8",3.36365116818342,2.21105778939091
"u.9.9",3.49313377535769,2.48541516651
"u.9.10",3.62261638253195,2.7597725436291
"u.9.11",3.75209898970622,3.0341299207482
"u.9.12",3.88158159688049,3.30848729786729
"u.9.13",4.01106420405475,3.58284467498639
"u.9.14",4.14054681122902,3.85720205210548
"u.9.15",4.27002941840328,4.13155942922458
"u.9.16",4.39951202557755,4.40591680634368
"u.9.17",4.52899463275181,4.68027418346277
"u.9.18",4.65847723992608,4.95463156058187
"u.9.19",4.78795984710035,5.22898893770097
"u.9.20",4.91744245427461,5.50334631482006
"u.9.21",5.04692506144888,5.77770369193916
"u.9.22",5.17640766862314,6.05206106905825
"u.9.23",5.30589027579741,6.32641844617735
"u.9.24",5.43537288297167,6.60077582329645
"u.9.25",5.56485549014594,6.87513320041554
"u.9.26",5.6943380973202,7.14949057753464
"u.9.27",5.82382070449447,7.42384795465373
"u.9.28",5.95330331166874,7.69820533177283
"u.9.29",6.082785918843,7.97256270889193
"u.10.1",6.32068492705002,2.43713452015072
"u.10.2",6.57559759235786,2.27265834924765
"u.10.3",6.83051025766569,2.10818217834458
"u.10.4",7.08542292297352,1.94370600744151
"u.10.5",7.34033558828135,1.77922983653843
"u.10.6",7.59524825358918,1.61475366563536
"u.10.7",7.85016091889702,1.45027749473229
"u.10.8",8.10507358420485,1.28580132382922
"u.10.9",8.35998624951268,1.12132515292615
"u.10.10",8.61489891482051,0.956848982023075
"u.10.11",8.86981158012835,0.792372811120004
"u.10.12",9.12472424543618,0.627896640216932
"u.10.13",9.37963691074401,0.46342046931386
