"","X_charge","Y_charge"
"i72",4.81859788065776,8.28678720863536
"i73",3.68207947351038,8.08928294107318
"i74",1.81652339175344,2.83789979061112
"i75",8.34642175585032,8.71657746145502
"i76",4.69546076375991,0.483992672525346
"i77",3.6070980434306,6.67755041038617
"i78",8.87386213988066,7.0089373132214
"i79",0.841503515839577,3.90011830721051
"i80",3.04885379271582,5.82819247618318
"i81",2.17021611519158,6.99022001121193
"i82",9.9537914339453,5.04224085249007
"i83",6.24579779570922,4.78571868268773
"i84",2.50866530463099,9.98256872640923
"i85",1.81233027949929,9.45978425908834
"i86",1.52230028295889,1.31121519720182
"i87",9.73077976610512,6.25313790049404
"i88",2.73491073865443,8.59847015701234
"i89",6.8881342606619,4.3384631886147
"i90",0.145173668861389,0.793846636079252
"i91",4.3970678653568,0.0861561251804233
"i92",4.18948990525678,5.5529282707721
"i93",3.82666959660128,8.26278508407995
"i94",5.33660890068859,0.890645161271095
"i95",1.13136999076232,8.51083216024563
"i96",7.21857932163402,1.69999703997746
"i97",3.05111286696047,5.12374091427773
"i98",3.10260726837441,5.68409099010751
"i99",5.71891248226166,4.4041458889842
"i100",9.28969709668308,2.8550964104943
"u.1.1",4.86204496817663,4.802021458745
"u.1.2",5.39584277255926,5.83335842879023
"u.1.3",5.92964057694189,6.86469539883547
"u.1.4",6.46343838132452,7.8960323688807
"u.1.5",6.99723618570715,8.92736933892593
"u.2.1",3.19065345684066,0.62651738524437
"u.2.2",3.66440195523735,1.6406325337344
"u.2.3",4.13815045363403,2.65474768222443
"u.2.4",4.61189895203071,3.66886283071446
"u.2.5",5.08564745042739,4.68297797920448
"u.2.6",5.55939594882407,5.69709312769451
"u.2.7",6.03314444722076,6.71120827618454
"u.2.8",6.50689294561744,7.72532342467457
"u.3.1",3.47693558316678,8.69128721766174
"u.3.2",4.10563074104074,7.79083158458687
"u.3.3",4.7343258989147,6.89037595151199
"u.3.4",5.36302105678866,5.98992031843712
"u.3.5",5.99171621466262,5.08946468536225
"u.3.6",6.62041137253659,4.18900905228737
"u.3.7",7.24910653041055,3.2885534192125
"u.3.8",7.87780168828451,2.38809778613763
"u.3.9",8.50649684615847,1.48764215306275
"u.3.10",9.13519200403243,0.587186519987881
"u.4.1",4.42513084970415,8.03801645059139
"u.4.2",4.82844694184938,6.97696260475953
"u.4.3",5.23176303399461,5.91590875892767
"u.4.4",5.63507912613984,4.85485491309581
"u.4.5",6.03839521828507,3.79380106726395
"u.4.6",6.4417113104303,2.7327472214321
"u.4.7",6.84502740257553,1.67169337560024
"u.4.8",7.24834349472076,0.610639529768378
"u.5.1",1.41565070487559,8.54946807725355
"u.5.2",2.53478649837364,8.58271011683558
"u.5.3",3.65392229187169,8.6159521564176
"u.5.4",4.77305808536974,8.64919419599963
"u.5.5",5.8921938788678,8.68243623558166
"u.5.6",7.01132967236585,8.71567827516368
"u.5.7",8.1304654658639,8.74892031474571
"u.5.8",9.24960125936195,8.78216235432774
"u.6.1",0.708539865445346,3.03072613663971
"u.6.2",1.73261263097326,2.38666732795537
"u.6.3",2.75668539650117,1.74260851927102
"u.6.4",3.78075816202909,1.09854971058667
"u.7.1",1.18286827113479,5.11121317278594
"u.7.2",1.8468800598445,6.0352683501939
"u.7.3",2.51089184855421,6.95932352760186
"u.7.4",3.17490363726392,7.88337870500982
"u.8.1",3.49560326663777,4.99124526511878
"u.8.2",4.5289617140467,5.12856446245375
"u.8.3",5.56232016145562,5.26588365978872
"u.8.4",6.59567860886455,5.40320285712369
"u.8.5",7.62903705627347,5.54052205445866
"u.8.6",8.6623955036824,5.67784125179363
"u.8.7",9.69575395109132,5.8151604491286
"u.9.1",2.01532590202987,9.93581359740347
"u.9.2",2.74686525226571,9.07657984411344
"u.9.3",3.47840460250154,8.21734609082341
"u.9.4",4.20994395273738,7.35811233753338
"u.9.5",4.94148330297321,6.49887858424336
"u.10.1",0.367012768983841,4.8560616793111
"u.10.2",0.590254533259819,3.79678216141959
"u.10.3",0.813496297535797,2.73750264352808
"u.10.4",1.03673806181177,1.67822312563658
"u.11.1",3.62538255285472,8.44419982982799
"u.11.2",4.03402429035244,7.3707144051635
"u.11.3",4.44266602785016,6.29722898049901
"u.11.4",4.85130776534788,5.22374355583452
"u.11.5",5.2599495028456,4.15025813117003
"u.11.6",5.66859124034333,3.07677270650553
"u.11.7",6.07723297784105,2.00328728184104
"u.12.1",0.234196186065674,9.43439040333033
"u.12.2",1.41642757536223,9.58207346576576
"u.12.3",2.59865896465878,9.7297565282012
"u.12.4",3.78089035395533,9.87743959063664
"u.13.1",1.55705069657415,2.16930605703965
"u.13.2",2.5989385364422,2.67111099790782
"u.13.3",3.64082637631024,3.17291593877599
"u.13.4",4.68271421617828,3.67472087964416
"u.13.5",5.72460205604633,4.17652582051232
"u.13.6",6.76648989591437,4.67833076138049
"u.13.7",7.80837773578241,5.18013570224866
"u.14.1",7.97082435805351,7.41188373416662
"u.14.2",9.73238868173212,6.83791558258235
"u.15.1",0.901151574216783,8.21924296207726
"u.15.2",1.62522199749947,7.5179847846739
"u.15.3",2.34929242078215,6.81672660727054
"u.15.4",3.07336284406483,6.11546842986718
"u.15.5",3.79743326734751,5.41421025246382
"u.15.6",4.5215036906302,4.71295207506046
"u.15.7",5.24557411391288,4.0116938976571
"u.15.8",5.96964453719556,3.31043572025374
"u.15.9",6.69371496047825,2.60917754285038
"u.15.10",7.41778538376093,1.90791936544701
"u.15.11",8.14185580704361,1.20666118804365
"u.16.1",1.21973474277183,3.98275126004592
"u.16.2",2.26242050295696,3.57804849743843
"u.16.3",3.30510626314208,3.17334573483095
"u.16.4",4.3477920233272,2.76864297222346
"u.16.5",5.39047778351232,2.36394020961598
"u.16.6",6.43316354369745,1.95923744700849
"u.16.7",7.47584930388257,1.55453468440101
"u.16.8",8.51853506406769,1.14983192179352
"u.17.1",2.29472765699029,3.33463873248547
"u.17.2",3.18893296810399,4.03468448635457
"u.17.3",4.08313827921769,4.73473024022366
"u.17.4",4.9773435903314,5.43477599409276
"u.17.5",5.8715489014451,6.13482174796185
"u.17.6",6.7657542125588,6.83486750183095
"u.17.7",7.6599595236725,7.53491325570004
"u.17.8",8.55416483478621,8.23495900956914
"u.18.1",1.82729894528165,8.77835179213434
"u.18.2",2.92798424838111,8.75556203836043
"u.18.3",4.02866955148056,8.73277228458651
"u.18.4",5.12935485458001,8.7099825308126
"u.18.5",6.23004015767947,8.68719277703869
"u.18.6",7.33072546077892,8.66440302326477
"u.18.7",8.43141076387838,8.64161326949086
"u.18.8",9.53209606697783,8.61882351571694
"u.19.1",0.0102505041286349,6.36702321702614
"u.19.2",1.15259513646985,6.39403324496622
"u.19.3",2.29493976881107,6.42104327290629
"u.19.4",3.43728440115228,6.44805330084637
"u.20.1",9.62352567818016,8.81273325998336
"u.20.2",9.64993143826723,7.73097054241225
"u.20.3",9.6763371983543,6.64920782484114
"u.20.4",9.70274295844138,5.56744510727003
"u.20.5",9.72914871852845,4.48568238969892
"u.20.6",9.75555447861552,3.40391967212781
"u.21.1",2.31835263315588,7.5182137126103
"u.21.2",3.51597622269765,8.13456903211772
"u.21.3",4.71359981223941,8.75092435162514
"u.22.1",1.49454358732328,5.57903986889869
"u.22.2",1.92711483279709,6.57895687269047
"u.22.3",2.3596860782709,7.57887387648225
"u.22.4",2.79225732374471,8.57879088027403
"u.22.5",3.22482856921852,9.57870788406581
"u.23.1",0.371425491757691,2.81089861644432
"u.23.2",0.882889257045463,3.81711226383535
"u.23.3",1.39435302233323,4.82332591122637
"u.23.4",1.90581678762101,5.8295395586174
"u.23.5",2.41728055290878,6.83575320600842
"u.23.6",2.92874431819655,7.84196685339945
"u.23.7",3.44020808348432,8.84818050079048
"u.24.1",1.57179951434955,8.64291445119306
"u.24.2",1.69310226881256,7.46334999178847
"u.24.3",1.81440502327556,6.28378553238387
"u.24.4",1.93570777773857,5.10422107297927
"u.25.1",5.97643360262737,4.94213796919212
"u.25.2",6.971282804152,4.8214779573027
"u.25.3",7.96613200567663,4.70081794541329
"u.25.4",8.96098120720126,4.58015793352388
"u.25.5",9.95583040872589,4.45949792163447
"u.26.1",1.36027213418856,6.18299867492169
"u.26.2",2.39933507342357,6.16889394586906
"u.26.3",3.43839801265858,6.15478921681643
"u.26.4",4.47746095189359,6.14068448776379
"u.26.5",5.5165238911286,6.12657975871116
"u.27.1",4.73737447056919,5.22442864719778
"u.27.2",5.93924649641849,4.50954498723149
"u.27.3",7.14111852226779,3.7946613272652
"u.28.1",0.254296315833926,8.45439220778644
"u.28.2",0.888204770162702,7.6807994437404
"u.28.3",1.52211322449148,6.90720667969435
"u.28.4",2.15602167882025,6.13361391564831
"u.28.5",2.78993013314903,5.36002115160227
"u.28.6",3.4238385874778,4.58642838755623
"u.28.7",4.05774704180658,3.81283562351018
"u.28.8",4.69165549613535,3.03924285946414
"u.28.9",5.32556395046413,2.2656500954181
"u.28.10",5.9594724047929,1.49205733137205
"u.28.11",6.59338085912168,0.718464567326009
"u.29.1",5.0400178739801,0.815976671874523
"u.29.2",5.8859173883684,1.4893724443391
"u.30.1",4.45260670036077,4.56990815931931
"u.30.2",5.83745989948511,4.87474474241026
"u.30.3",7.22231309860945,5.1795813255012
"u.31.1",1.44144972786307,5.55719397962093
"u.31.2",2.13264159392565,6.45247015869245
"u.31.3",2.82383345998824,7.34774633776397
"u.31.4",3.51502532605082,8.24302251683548
"u.31.5",4.2062171921134,9.138298695907
"u.32.1",5.34528195625171,7.12660250253975
"u.32.2",5.94450435368344,6.16128796517539
"u.32.3",6.54372675111517,5.19597342781102
"u.32.4",7.1429491485469,4.23065889044665
"u.32.5",7.74217154597864,3.26534435308228
"u.32.6",8.34139394341037,2.30002981571791
"u.32.7",8.9406163408421,1.33471527835354
"u.33.1",0.783976064994931,1.01272400934249
"u.33.2",1.60632651428589,1.64847837140163
"u.33.3",2.42867696357684,2.28423273346076
"u.33.4",3.25102741286779,2.9199870955199
"u.33.5",4.07337786215875,3.55574145757904
"u.33.6",4.8957283114497,4.19149581963817
"u.33.7",5.71807876074066,4.82725018169731
"u.33.8",6.54042921003161,5.46300454375644
"u.33.9",7.36277965932257,6.09875890581558
"u.33.10",8.18513010861352,6.73451326787472
"u.34.1",0.0346153858117759,9.72373829456046
"u.34.2",0.943366194376722,9.2446664897725
"u.34.3",1.85211700294167,8.76559468498453
"u.34.4",2.76086781150661,8.28652288019657
"u.34.5",3.66961862007156,7.80745107540861
"u.34.6",4.57836942863651,7.32837927062064
"u.34.7",5.48712023720145,6.84930746583268
"u.34.8",6.3958710457664,6.37023566104472
"u.34.9",7.30462185433134,5.89116385625675
"u.34.10",8.21337266289629,5.41209205146879
"u.34.11",9.12212347146124,4.93302024668083
"u.35.1",1.56859344104305,2.92674476280808
"u.35.2",2.59429230354726,2.10742651019245
"u.36.1",1.93177139153704,4.80734681710601
"u.36.2",2.66608836594969,3.80122859030962
"u.37.1",5.75203686254099,7.29909287299961
"u.37.2",5.99920168208579,6.22346337186172
"u.37.3",6.24636650163059,5.14783387072385
"u.37.4",6.4935313211754,4.07220436958596
"u.38.1",2.89363283431157,8.82222384447232
"u.38.2",3.85536966845393,8.31115906658981
"u.38.3",4.81710650259629,7.80009428870731
"u.38.4",5.77884333673865,7.28902951082481
"u.38.5",6.740580170881,6.7779647329423
"u.38.6",7.70231700502336,6.2668999550598
"u.38.7",8.66405383916572,5.7558351771773
"u.38.8",9.62579067330807,5.24477039929479
"u.39.1",1.46073864074424,5.54402238922194
"u.39.2",1.82182078637804,4.28099112507577
"u.39.3",2.18290293201183,3.0179598609296
"u.39.4",2.54398507764563,1.75492859678343
"u.40.1",7.95636921422556,0.822150653693825
"u.40.2",7.96935725691063,1.89349707016458
"u.40.3",7.9823452995957,2.96484348663527
"u.40.4",7.99533334228077,4.03618990310603
"u.40.5",8.00832138496584,5.10753631957671
"u.40.6",8.02130942765091,6.1788827360474
"u.40.7",8.03429747033598,7.25022915251823
"u.40.8",8.04728551302105,8.32157556898892
"u.41.1",2.73789673112333,9.32668345514685
"u.41.2",3.48873418959556,8.64814607746666
"u.41.3",4.23957164806779,7.96960869978648
"u.41.4",4.99040910654003,7.29107132210629
"u.41.5",5.74124656501226,6.6125339444261
"u.41.6",6.49208402348449,5.93399656674592
"u.41.7",7.24292148195673,5.25545918906573
"u.41.8",7.99375894042896,4.57692181138555
"u.41.9",8.74459639890119,3.89838443370536
"u.42.1",2.14482871349901,4.40054296283051
"u.42.2",2.44412304786965,5.47760734241456
"u.42.3",2.7434173822403,6.5546717219986
"u.42.4",3.04271171661094,7.63173610158265
"u.42.5",3.34200605098158,8.70880048116669
"u.42.6",3.64130038535222,9.78586486075073
"u.43.1",5.59732066933066,2.12554541882128
"u.43.2",5.91980616395761,3.18438951092373
"u.43.3",6.24229165858456,4.24323360302619
"u.43.4",6.56477715321151,5.30207769512864
"u.43.5",6.88726264783847,6.3609217872311
"u.43.6",7.20974814246542,7.41976587933355
"u.43.7",7.53223363709237,8.47860997143601
"u.43.8",7.85471913171932,9.53745406353846
"u.44.1",1.16495396243408,7.01477815629914
"u.44.2",1.99024913666238,6.27549144638968
"u.44.3",2.81554431089067,5.53620473648022
"u.44.4",3.64083948511896,4.79691802657076
"u.44.5",4.46613465934726,4.0576313166613
"u.44.6",5.29142983357555,3.31834460675184
"u.44.7",6.11672500780384,2.57905789684238
"u.44.8",6.94202018203214,1.83977118693292
"u.45.1",3.79555898020044,0.603601573966444
"u.45.2",3.853282638722,1.63501934665773
"u.45.3",3.91100629724355,2.66643711934901
"u.45.4",3.96872995576511,3.69785489204029
"u.45.5",4.02645361428666,4.72927266473157
"u.45.6",4.08417727280822,5.76069043742286
"u.45.7",4.14190093132978,6.79210821011414
"u.45.8",4.19962458985133,7.82352598280543
"u.45.9",4.25734824837289,8.8549437554967
"u.45.10",4.31507190689445,9.88636152818799
"u.46.1",1.62360077723861,9.10251092165709
"u.46.2",1.77903222308184,7.84602749471863
"u.46.3",1.93446366892507,6.58954406778018
"u.46.4",2.0898951147683,5.33306064084172
"u.47.1",2.73279983783141,9.73996154265478
"u.47.2",3.69822431627351,9.42954676381002
"u.47.3",4.6636487947156,9.11913198496526
"u.47.4",5.6290732731577,8.80871720612049
"u.47.5",6.5944977515998,8.49830242727573
"u.47.6",7.5599222300419,8.18788764843096
"u.47.7",8.52534670848399,7.8774728695862
"u.48.1",0.134186469949782,6.21705875033513
"u.48.2",1.18653057945064,6.10420573476909
"u.48.3",2.23887468895151,5.99135271920305
"u.48.4",3.29121879845237,5.87849970363701
"u.48.5",4.34356290795323,5.76564668807098
"u.48.6",5.39590701745409,5.65279367250494
"u.48.7",6.44825112695495,5.5399406569389
"u.48.8",7.50059523645582,5.42708764137286
"u.48.9",8.55293934595668,5.31423462580682
"u.48.10",9.60528345545754,5.20138161024079
"u.49.1",6.96650852682069,9.78321446338668
"u.49.2",7.24469045409933,8.75906041543931
"u.49.3",7.52287238137797,7.73490636749193
"u.49.4",7.8010543086566,6.71075231954455
"u.49.5",8.07923623593524,5.68659827159718
"u.49.6",8.35741816321388,4.6624442236498
"u.50.1",3.51993762888014,5.03524749306962
"u.50.2",4.7106948052533,6.20920703513548
"u.51.1",4.23463627230376,2.76623990386724
"u.51.2",5.05726422939915,3.37100838543847
"u.51.3",5.87989218649454,3.9757768670097
"u.51.4",6.70252014358994,4.58054534858093
"u.51.5",7.52514810068533,5.18531383015215
"u.52.1",4.04351758304983,0.105987803544849
"u.52.2",4.23323480878025,1.09244049456902
"u.52.3",4.42295203451067,2.07889318559319
"u.52.4",4.61266926024109,3.06534587661736
"u.52.5",4.80238648597151,4.05179856764153
"u.52.6",4.99210371170193,5.0382512586657
"u.52.7",5.18182093743235,6.02470394968987
"u.52.8",5.37153816316277,7.01115664071403
"u.52.9",5.56125538889319,7.9976093317382
"u.52.10",5.75097261462361,8.98406202276237
"u.52.11",5.94068984035403,9.97051471378654
"u.53.1",0.843081558123231,6.16020823130384
"u.53.2",2.79809338506311,6.18074385914952
"u.54.1",3.42986652161926,2.13490726659074
"u.54.2",4.53559163911268,1.88881541555747
"u.54.3",5.6413167566061,1.6427235645242
"u.54.4",6.74704187409952,1.39663171349093
"u.54.5",7.85276699159294,1.15053986245766
"u.54.6",8.95849210908636,0.904448011424392
"u.55.1",2.35182335600257,3.6231150268577
"u.55.2",3.01027996349148,4.90112696890719
"u.55.3",3.6687365709804,6.17913891095668
"u.56.1",6.25617621233687,6.25489010009915
"u.56.2",7.38723967922851,6.46928338566795
"u.57.1",3.38967108633369,6.73086654860526
"u.57.2",4.29377388907596,6.27110874125113
"u.57.3",5.19787669181824,5.811350933897
"u.57.4",6.10197949456051,5.35159312654287
"u.58.1",5.9628285933286,5.65688512986526
"u.58.2",6.16796174164241,6.92697359016165
"u.58.3",6.37309488995622,8.19706205045805
"u.58.4",6.57822803827003,9.46715051075444
"u.59.1",0.00825738767161965,7.9331850586459
"u.59.2",0.712396099365183,7.18827397595825
"u.59.3",1.41653481105875,6.44336289327059
"u.59.4",2.12067352275231,5.69845181058294
"u.59.5",2.82481223444587,4.95354072789528
"u.59.6",3.52895094613944,4.20862964520763
"u.59.7",4.233089657833,3.46371856251998
"u.59.8",4.93722836952657,2.71880747983232
"u.60.1",0.381523254327476,9.54671395942569
"u.60.2",1.41870666149771,9.14267707208637
"u.60.3",2.45589006866794,8.73864018474706
"u.60.4",3.49307347583817,8.33460329740774
"u.60.5",4.53025688300841,7.93056641006842
"u.60.6",5.56744029017864,7.52652952272911
"u.60.7",6.60462369734887,7.12249263538979
"u.60.8",7.6418071045191,6.71845574805047
"u.60.9",8.67899051168934,6.31441886071116
"u.61.1",0.401055826805532,4.74403616739437
"u.61.2",1.01826784433797,5.9775672503747
"u.61.3",1.63547986187041,7.21109833335504
"u.62.1",2.92402469553053,2.52391085959971
"u.62.2",4.01667652030786,2.48401963617653
"u.62.3",5.10932834508518,2.44412841275334
"u.62.4",6.20198016986251,2.40423718933016
"u.63.1",1.54207503423095,3.70403236011043
"u.63.2",1.79658076958731,3.08671685867012
"u.64.1",0.563311248552054,8.23394774924964
"u.64.2",0.923963484819978,7.24255900247954
"u.64.3",1.2846157210879,6.25117025570944
"u.65.1",8.43879183987156,3.79650635877624
"u.65.2",8.53174718271475,4.98877193196677
"u.65.3",8.62470252555795,6.18103750515729
"u.65.4",8.71765786840115,7.37330307834782
"u.65.5",8.81061321124434,8.56556865153834
"u.66.1",8.69948472129181,4.478420461528
"u.66.2",8.92559146275744,5.71837956861903
"u.66.3",9.15169820422307,6.95833867571006
"u.66.4",9.37780494568869,8.19829778280109
"u.67.1",6.32763792295009,9.58027400542051
"u.67.2",6.51573218172416,8.59369410534522
"u.67.3",6.70382644049823,7.60711420526994
"u.67.4",6.8919206992723,6.62053430519466
"u.67.5",7.08001495804638,5.63395440511938
"u.67.6",7.26810921682045,4.64737450504409
"u.67.7",7.45620347559452,3.66079460496881
"u.67.8",7.64429773436859,2.67421470489353
"u.68.1",6.27130691893399,6.93239489803091
"u.68.2",6.61290258169174,6.82026186259463
"u.69.1",1.34964600438252,4.58662279415876
"u.69.2",1.4069622529981,3.2711632293649
"u.69.3",1.46427850161369,1.95570366457105
"u.69.4",1.52159475022927,0.640244099777192
"u.70.1",9.5113795530051,7.87951731355861
"u.70.2",9.71530106617138,8.22027521207929
"u.71.1",2.40455602528527,5.49822008702904
"u.71.2",3.45598071673885,5.6481513697654
"u.71.3",4.50740540819243,5.79808265250176
"u.71.4",5.558830099646,5.94801393523812
"u.71.5",6.61025479109958,6.09794521797448
"u.71.6",7.66167948255315,6.24787650071084
"u.72.1",2.23995418520644,2.16551065212116
"u.72.2",3.0007468466647,3.52634789189324
"u.73.1",3.25965635711327,2.07799817901105
"u.73.2",3.6890285256474,3.13348649302497
"u.73.3",4.11840069418152,4.1889748070389
"u.73.4",4.54777286271565,5.24446312105283
"u.73.5",4.97714503124977,6.29995143506676
"u.73.6",5.4065171997839,7.35543974908069
"u.73.7",5.83588936831802,8.41092806309462
"u.74.1",2.14576189173386,7.55177616607398
"u.74.2",3.46406563107545,7.38010884573062
"u.74.3",4.78236937041705,7.20844152538727
"u.74.4",6.10067310975865,7.03677420504391
"u.75.1",0.735895838588476,9.50585853308439
"u.75.2",0.800296868463712,8.40665588321697
"u.75.3",0.864697898338948,7.30745323334954
"u.75.4",0.929098928214184,6.20825058348211
"u.75.5",0.99349995808942,5.10904793361468
"u.75.6",1.05790098796466,4.00984528374725
"u.75.7",1.12230201783989,2.91064263387982
"u.75.8",1.18670304771513,1.8114399840124
"u.76.1",7.87169860675931,0.647145237307996
"u.76.2",8.06025051570032,1.84936959820334
"u.76.3",8.24880242464133,3.05159395909868
"u.76.4",8.43735433358233,4.25381831999402
"u.76.5",8.62590624252334,5.45604268088937
"u.77.1",0.900731573347002,5.1385658653453
"u.77.2",1.85845867863723,4.63034861787621
"u.77.3",2.81618578392746,4.12213137040713
"u.77.4",3.77391288921769,3.61391412293805
"u.77.5",4.73163999450792,3.10569687546896
"u.77.6",5.68936709979815,2.59747962799988
"u.77.7",6.64709420508838,2.08926238053079
"u.77.8",7.60482131037861,1.58104513306171
"u.78.1",7.54250526893884,2.35888310940936
"u.78.2",8.61241482431069,2.06136966706254
"u.78.3",9.68232437968254,1.76385622471571
"u.79.1",4.26719968905672,2.37048279028386
"u.79.2",4.70123286630648,3.43999138567597
"u.79.3",5.13526604355623,4.50949998106807
"u.79.4",5.56929922080599,5.57900857646018
"u.79.5",6.00333239805574,6.64851717185229
"u.79.6",6.4373655753055,7.7180257672444
"u.79.7",6.87139875255525,8.78753436263651
"u.80.1",2.63111595064402,2.36961720511317
"u.80.2",3.7523891897096,2.68103484607612
"u.80.3",4.87366242877518,2.99245248703907
"u.80.4",5.99493566784076,3.30387012800202
"u.80.5",7.11620890690635,3.61528776896497
"u.80.6",8.23748214597193,3.92670540992791
"u.80.7",9.35875538503751,4.23812305089086
"u.81.1",3.893078409601,1.62602566415444
"u.81.2",3.89378079778648,2.66950206997433
"u.81.3",3.89448318597195,3.71297847579357
"u.81.4",3.89518557415743,4.75645488161346
"u.81.5",3.89588796234291,5.7999312874327
"u.81.6",3.89659035052838,6.84340769325259
"u.81.7",3.89729273871386,7.88688409907183
"u.81.8",3.89799512689933,8.93036050489172
"u.82.1",3.56736007146537,6.6968396329321
"u.82.2",4.39626576495357,5.93393832154106
"u.82.3",5.22517145844176,5.17103701015003
"u.82.4",6.05407715192996,4.408135698759
"u.82.5",6.88298284541816,3.64523438736796
"u.83.1",1.81513723684475,7.46230209246278
"u.83.2",2.703910524336,8.19170229059334
"u.83.3",3.59268381182725,8.92110248872389
"u.83.4",4.4814570993185,9.65050268685445
"u.84.1",4.32968116598204,2.25732809398323
"u.84.2",5.60983155388385,2.20058699060852
"u.84.3",6.88998194178566,2.14384588723381
"u.84.4",8.17013232968748,2.0871047838591
"u.85.1",3.05757859488949,0.210075515788049
"u.85.2",3.76688742637634,1.03713672887534
"u.85.3",4.47619625786319,1.86419794196263
"u.85.4",5.18550508935004,2.69125915504992
"u.85.5",5.8948139208369,3.51832036813721
"u.85.6",6.60412275232375,4.3453815812245
"u.86.1",9.07256630249321,3.98628029739484
"u.86.2",9.69890855951235,4.98815579107031
"u.87.1",0.412120099645108,8.79334251396358
"u.87.2",0.545685761940799,7.75461494922638
"u.87.3",0.679251424236489,6.71588738448918
"u.87.4",0.81281708653218,5.67715981975198
"u.87.5",0.94638274882787,4.63843225501478
"u.87.6",1.07994841112356,3.59970469027758
"u.87.7",1.21351407341925,2.56097712554038
"u.87.8",1.34707973571494,1.52224956080317
"u.88.1",3.67595735006034,8.61987711163238
"u.88.2",4.79844085872173,8.5792588815093
"u.88.3",5.92092436738312,8.53864065138623
"u.88.4",7.04340787604451,8.49802242126316
"u.88.5",8.1658913847059,8.45740419114009
"u.88.6",9.28837489336729,8.41678596101701
"u.89.1",6.36345400009304,5.45730476966128
"u.89.2",6.39144328267624,4.15609461255373
"u.89.3",6.41943256525944,2.85488445544614
"u.89.4",6.44742184784263,1.55367429833859
"u.90.1",6.16223118966445,5.48319629393518
"u.90.2",6.99222428491339,4.6144324579897
"u.90.3",7.82221738016233,3.74566862204423
"u.90.4",8.65221047541127,2.87690478609875
"u.91.1",1.33160358527675,2.10665639257059
"u.91.2",2.3810864976258,2.3000236635562
"u.91.3",3.43056940997485,2.49339093454182
"u.91.4",4.4800523223239,2.68675820552744
"u.91.5",5.52953523467295,2.88012547651306
"u.91.6",6.579018147022,3.07349274749868
"u.91.7",7.62850105937105,3.26686001848429
"u.91.8",8.6779839717201,3.46022728946991
"u.91.9",9.72746688406914,3.65359456045553
"u.92.1",2.20445245504379,0.157513853628188
"u.92.2",2.93817644473165,1.14593757200055
"u.92.3",3.67190043441951,2.13436129037291
"u.92.4",4.40562442410737,3.12278500874527
"u.92.5",5.13934841379523,4.11120872711763
